signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,max_autocorrelation_diff,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,db35,309728.9748315492,0.7083333333333334,155.3663664232841,13.62189165936651,36,2,False,False,213.1339690814318,,"[1, 7, 9, 11, 14, 18, 21, 23, 26, 29, 31]","[222.924557595154, 133.8176381329223, 436.7815753291611, 161.3179640771089, 260.5987129249961, 304.9181273687855, 121.28392828697335, 43.86750045576471, 72.27475087563428, 221.55937945821708, 421.3972853726388]",11,6.231423853249494,27270.83236992443,0.5171870423328635,3.2585852775674315e-06,0.21549217628138811,10,459.9965723867641,81.40763994881979,807.4760859455204,"[1, 4, 7, 11, 14, 16, 19, 23, 26, 31]","[658.7779065585069, 81.40763994881979, 480.45986184792923, 603.1870837226305, 807.4760859455204, 316.797346901918, 121.28392828697335, 450.365390983605, 658.8131942990989, 421.3972853726388]","[0, 2, 5, 9, 9, 15, 18, 18, 18, 9]","[9, 5, 9, 13, 18, 18, 21, 24, 29, 34]",0.05,20,2647791.3821527883,520.8771765457573,-520.8771765457573,SWT,uc1.l0082986993,0.0,-7.5,11877897.377847213,76.9409732821531,124.142752612187,281.7965723867641,162.4561567875761,0.0,281.7965723867641,3708.965723867641,329.2853830045069,10.0,162.4561567875761,0.0,-3.0,0.0,1.5,5.0,1.0,0.5180616008465753,0.949116245706686,0.014169465223191374,0.875,0.493847592773262,0.04651554544992671,,0.3388837367790954,0.7071563606866677,0.7071563606866677,0.788262714575536,0.816136311950526,0.0937703794753823,0.625,0.5709070507351711,0.40740740740740744,0.05882352941176472,0.23959865104759895,0.23959865104759895,0.4761904761904762,1.990545272237982,0.8520625021727002,12,1.6586250712621595,1.0,1,0,0,0.46683781769183774,0.8275349302757312,12,0,0,0.5566729214285203,1.0,1,6.3508529610858835,0.9383412333875157,6.5,1.8461538461538458,0.9376172186355054,1,db,32.24324324324324,29.0,21.682565199570682,37,0.42635693544784453,0.624826024904325,0.5141023377152113,1,1.0,1
smoothed,db23,328318.09094742103,0.6527777777777778,134.81239853703673,12.28341996284904,36,2,False,False,211.50100964887338,,"[1, 3, 6, 8, 10, 15, 17, 20, 22, 24, 27, 30, 32, 34]","[175.62680051546812, 156.78905965016898, 114.70054777719608, 682.4047592069068, 248.78347719410036, 111.14996503339952, 165.80114351097473, 464.58649952634886, 598.2117454044875, 266.262847371317, 110.00983914954, 15.451618231548963, 169.8444848837064, 70.74720275149798]",14,5.948369860204483,27277.146078993403,0.5172987967129078,2.435937918897793e-06,0.12169474228947963,11,481.2096034119422,200.5668265652269,977.6469147640508,"[1, 6, 9, 11, 14, 17, 22, 24, 27, 30, 34]","[266.94163149489555, 739.6529655701247, 248.78347719410036, 617.0917781898379, 200.5668265652269, 977.6469147640508, 945.8794710522591, 266.262847371317, 531.5941068555455, 238.20182016718974, 260.68379830681613]","[0, 3, 8, 8, 12, 8, 8, 23, 25, 28, 32]","[3, 8, 10, 15, 15, 20, 25, 25, 32, 32, 35]",0.05,20,3457067.167427699,695.8869809689415,-695.8869809689415,SWT,uc1.l0082986993,0.0,-4.0,11068621.592572302,196.1001598985602,294.3135814307175,303.00960341194224,12.553647635608172,0.0,303.00960341194224,4402.3056375313645,307.0901016336346,10.0,12.553647635608172,0.0,0.5,0.0,9.5,6.0,0.9897427570642356,0.3419096112070683,0.7904597666557152,0.04477490215233278,0.625,0.4267719790385417,0.046653178271856555,,0.8644718365640034,0.7606179302220377,0.7606179302220377,0.7198642622895718,1.0000000000000002,0.24658801285938928,0.75,0.3056844504316735,0.6666666666666667,0.2647058823529412,0.01834025303457759,0.01834025303457759,0.8571428571428572,2.279709746979189,0.975840749934146,2,1.3590559911716948,0.8193871024375012,26,0,0,0.5563877180631025,0.9862745776469106,2,0,0,0.46647317062710725,0.8379663401446855,8,11.357816691600547,0.8897299350330043,9.5,3.4380165289256195,0.8987484626621333,2,db,32.24324324324324,29.0,21.682565199570682,37,0.42635693544784453,0.624826024904325,0.5141023377152113,1,1.75,2
smoothed,sym17,392410.2280998703,0.5833333333333334,70.41496245281941,17.28384806446819,36,2,False,False,111.04015908459266,,"[3, 6, 11, 17, 20, 23, 28]","[228.16489757753857, 1226.3380757187501, 26.502228258166, 14.644696476913696, 5.280379505168932, 189.24343900037564, 1224.2608548056314]",7,5.198903731657985,27285.34460418269,0.5174438356712527,2.490243950038808e-06,0.902093404350277,8,398.988891806322,35.475571854002354,1519.5248313921554,"[1, 6, 10, 13, 20, 25, 30, 33]","[239.26711099361913, 1519.5248313921554, 281.27685702168094, 141.821643225299, 35.475571854002354, 438.05559955067065, 450.44075234138415, 86.04876807176441]","[0, 3, 8, 11, 17, 23, 28, 32]","[3, 28, 23, 23, 23, 28, 35, 35]",0.05,10,3671495.6187189627,1243.2649649824245,-1243.2649649824245,SWT,uc1.l0082986993,0.0,-5.5,10854193.141281039,31.008905187335657,836.191498058822,220.788891806322,559.9316316490912,0.0,220.788891806322,2300.911134450576,281.00277895511437,0.0,559.9316316490912,0.0,-5.5,0.0,-5.5,3.0,0.3587097202196512,1.0,0.3703715147855452,0.15029728681258758,0.3125000000000003,0.9848439538006466,0.04683189828336444,,0.13628627807990984,0.5534033984781205,0.5534033984781205,0.6394718371754227,0.44274065899122766,0.7332078488035972,0.375,0.23541017253368668,0.22222222222222224,0.17647058823529413,0.8262785359597803,0.8262785359597803,0.14285714285714288,1.8194009378288198,0.7788033445724316,24,1.5056176576985663,0.9077504517358106,3,0,0,0.4510023552134079,0.7994643716334113,15,0,0,0.46050776770025653,0.8272501678696942,10,8.831760866327848,0.9142547488706034,13.0,7.384615384615385,0.8940205783187969,3,sym,54.72222222222222,60.0,34.701763907626564,18,0.7235996326905417,1.0,0.19348025711662079,4,3.25,3
smoothed,sym13,401306.3867511748,0.5972222222222222,64.51403831378605,16.945122735205352,36,2,False,False,111.87849294805281,,"[3, 6, 10, 16, 21, 25, 28, 32]","[257.6683374980705, 1249.816506533496, 58.87696530721864, 18.1822923505961, 21.40759299692442, 80.60948776075941, 1190.259091966845, 115.15886542250914]",8,5.134538253355495,27295.852203281727,0.5176295967420359,2.409174198707108e-06,0.8916908761936091,7,407.71226086658095,7.540028274880086,1594.6782205043614,"[6, 10, 13, 16, 25, 30, 34]","[1594.6782205043614, 141.27647131375394, 22.385542492890664, 64.3382231608104, 490.1731131746876, 533.5942271446825, 7.540028274880086]","[3, 8, 12, 12, 8, 28, 32]","[28, 21, 14, 21, 28, 32, 35]",0.05,10,3785726.4188973242,1262.1232551856285,-1262.1232551856285,SWT,uc1.l0082986993,0.0,0.0,10739962.341102678,3.073361608213389,911.3448871710281,229.51226086658096,578.7899218522952,0.0,229.51226086658096,1962.9858260660667,265.8862539548077,0.0,578.7899218522952,0.0,-4.5,0.0,-4.5,2.0,0.3639756159469666,0.955421440105015,0.33429359180679774,0.16494407371826858,0.375,0.9774049873939388,0.04706095389867851,,0.013068004414825089,0.5753882341691725,0.5753882341691725,0.5928877503739844,0.35312776889160125,0.800697459947009,0.25,0.19797350334215497,0.2962962962962963,0.5,0.8541136609568911,0.8541136609568911,0.1904761904761905,1.7622893651361533,0.7543564604898506,30,1.4918507581266789,0.899450263941464,4,0,0,0.46565621261493756,0.8254403710136718,13,0,0,0.45972866612423796,0.8258505999258839,13,10.862780491200215,0.8945361117359203,15.0,9.149560117302054,0.8744525218873777,4,sym,54.72222222222222,60.0,34.701763907626564,18,0.7235996326905417,1.0,0.19348025711662079,4,4.0,4
smoothed,db15,335171.5573435124,0.7361111111111112,159.60047497423753,11.69898436351231,36,2,False,False,185.36805032755157,,"[2, 7, 9, 11, 15, 17, 19, 23, 26, 28, 31]","[558.1850650663933, 73.07145707740771, 140.7902929363919, 94.55299107799163, 47.43293776171777, 884.4455272390957, 70.45258697807022, 70.45724542817791, 218.61102566373265, 154.39565213047152, 412.18391537469813]",11,5.777283069772059,27289.85485910738,0.5175235888008468,2.6474724729256056e-06,-0.09215994116799948,9,488.83203787216394,47.43293776171777,1440.040763004237,"[7, 11, 15, 17, 20, 23, 28, 30, 32]","[407.66638592368133, 667.0013286598801, 47.43293776171777, 1440.040763004237, 183.8404813509291, 436.30019534918694, 570.0777363810854, 277.9870323648862, 369.1414800538713]","[2, 2, 2, 2, 19, 19, 26, 29, 31]","[9, 14, 16, 31, 22, 26, 31, 31, 34]",0.05,20,3263319.8603130034,936.2543399999687,-936.2543399999687,SWT,uc1.l0082986993,0.0,-6.5,11262368.899686998,42.96627109505107,756.7074296709037,310.63203787216395,252.92100666663532,0.0,310.63203787216395,3508.488340849475,343.4969868511482,10.0,252.92100666663532,0.0,-6.5,0.0,2.5,4.0,0.8255916415835047,0.2649939065962169,0.6945627701493864,0.05605856578776905,1.0,0.27384205833098607,0.04693021752901334,,0.1890279038355496,0.7798281651686734,0.7798281651686734,0.832058136285629,0.7629726179444362,0.6618291800440574,0.5,0.3691809315197665,0.14814814814814817,0.11764705882352941,0.3731261541825679,0.3731261541825679,0.5238095238095238,2.1518059630237873,0.9210909184611512,5,1.3102934147453589,0.7899877057497198,31,0,0,0.4931217030087017,0.8741267709081115,7,0,0,0.4517113085681253,0.8114483230277393,15,11.818065267490557,0.8852615022573732,14.5,9.054242002781642,0.8722424016141235,5,db,32.24324324324324,29.0,21.682565199570682,37,0.42635693544784453,0.624826024904325,0.5141023377152113,1,4.0,5
smoothed,db26,324264.94966132526,0.6805555555555556,127.41551176199289,13.126492607162707,36,2,False,False,176.2900063513631,,"[2, 5, 8, 10, 12, 14, 16, 19, 22, 24, 26, 30, 32]","[129.02105253000786, 132.3945618972122, 454.1175402788627, 17.154483838436136, 53.17043751016678, 192.67998221865716, 375.4443668546981, 193.94156050596195, 607.6338844036802, 3.3303269473288424, 208.90596064377766, 206.07570428994927, 65.6514749231022]",13,6.024802985697285,27274.787613981785,0.5172570572898507,3.0760131162150744e-06,0.06487130567404484,11,374.75557357776904,53.17043751016678,827.225975450085,"[2, 6, 8, 11, 14, 19, 21, 24, 26, 30, 33]","[384.51893062281886, 213.73716472282754, 753.2736247941702, 53.17043751016678, 639.7972677789189, 827.225975450085, 81.5460909771662, 140.1162347870903, 538.8338515629217, 359.5220195601449, 130.56971158914865]","[0, 5, 5, 10, 10, 10, 20, 22, 22, 28, 32]","[5, 7, 22, 12, 16, 22, 22, 25, 35, 35, 35]",0.05,20,2517373.0249816794,625.7750260923427,-625.7750260923427,SWT,uc1.l0082986993,0.0,0.5,12008315.735018322,48.70377084350008,143.89264211675163,196.55557357776905,57.55830724099064,0.0,196.55557357776905,3231.3113093554593,226.67332137170132,10.0,57.55830724099064,0.0,-8.5,0.0,9.5,6.0,0.7685689742785188,0.4528637121364296,0.8333018069431333,0.038101741404760275,0.75,0.38613689209335866,0.046601765989246514,,0.21433490429377938,0.4923300315457467,0.4923300315457467,0.47204657456450994,0.6894692897085076,0.11150627107700184,0.75,0.6136488409204311,0.0,0.5294117647058824,0.08476781948253743,0.08476781948253743,0.8571428571428572,1.7669015391300797,0.756330723807812,29,1.4110861569724023,0.8507565582007101,14,0,0,0.4147504772668876,0.7352028783440202,28,0,0,0.4679392704064925,0.8406000227309033,6,11.176612486199325,0.8914891991631133,19.25,12.974700399467377,0.8522979976398091,6,db,32.24324324324324,29.0,21.682565199570682,37,0.42635693544784453,0.624826024904325,0.5141023377152113,1,4.75,6
smoothed,db32,316480.2871399097,0.6527777777777778,146.79466019770663,13.291626807721393,36,2,False,False,153.08426411213415,,"[1, 4, 6, 9, 11, 14, 16, 18, 20, 23, 25, 30]","[86.47889437826728, 328.9346727974554, 102.59482786320568, 15.820360243188247, 280.80137305490183, 251.38182971021806, 375.2942922973981, 516.6140102301512, 186.4604322297833, 107.12991991484421, 128.09753222745542, 507.4624427047155]",12,6.1448417232865875,27271.803784791082,0.5172042400103106,3.187702792638657e-06,-0.054389891294626985,10,410.03326754867794,44.94674342816615,734.8130235514443,"[2, 4, 7, 11, 15, 17, 20, 23, 26, 30]","[391.63777747329976, 734.8130235514443, 247.4048355252317, 510.5773886464069, 251.38182971021806, 533.2842418087579, 390.409918769538, 307.54961335905733, 44.94674342816615, 688.3273032146593]","[1, 3, 6, 9, 14, 16, 18, 21, 25, 18]","[3, 18, 9, 18, 16, 18, 21, 25, 28, 32]",0.05,20,2043716.2875016087,576.6224304739396,-576.6224304739396,SWT,uc1.l0082986993,0.0,-3.0,12481972.472498393,40.480076761499454,51.47969021811093,231.83326754867795,106.71090285939374,0.0,231.83326754867795,3209.3326754867794,287.95186886212383,10.0,106.71090285939374,0.0,-7.5,0.0,1.5,5.0,0.6228048291891491,0.4745964974180512,0.900585519321689,0.02528494063119316,0.625,0.3008518513309311,0.04653672136536747,,0.1780617820234402,0.5812376886851117,0.5812376886851117,0.6608866138792326,0.6836408748116487,0.028517143614736562,0.625,0.7688795717189075,0.0740740740740741,0.3235294117647059,0.15731780297670597,0.15731780297670597,0.4761904761904762,1.788871492067171,0.7657350681014475,26,1.3234900062625359,0.7979440496792944,29,0,0,0.40737622549237357,0.7221309919269553,33,0,0,0.42795147989376886,0.7687664756452861,24,3.9157800414902435,0.9619827180437841,28.0,27.602579213755806,0.8450690289248046,7,db,32.24324324324324,29.0,21.682565199570682,37,0.42635693544784453,0.624826024904325,0.5141023377152113,1,5.5,7
smoothed,sym19,381974.82892082154,0.6527777777777778,81.72452821409787,14.018604406274797,36,2,False,False,145.00363838498436,,"[7, 11, 17, 21, 29, 34]","[702.1674498353249, 24.028179759015373, 48.187815432513204, 84.08350615722178, 680.4344686776196, 4.176226427736637]",6,5.251976165747246,27281.900784487385,0.5173829221575109,2.4996763574195524e-06,0.3519231126935543,6,576.194081368798,158.23343816943864,1361.4527638474437,"[4, 7, 11, 21, 27, 31]","[452.4499545221736, 1361.4527638474437, 158.23343816943864, 200.11564006949547, 958.7375920167881, 326.1750995874487]","[0, 5, 10, 10, 26, 29]","[5, 29, 17, 26, 29, 34]",0.05,10,2872064.415524802,746.2501965926252,-746.2501965926252,SWT,uc1.l0082986993,0.0,-3.5,11653624.344475199,153.76677150277195,678.1194305141104,397.99408136879805,62.91686325929186,0.0,397.99408136879805,2566.164488212788,397.99408136879805,0.0,62.91686325929186,0.0,4.0,0.0,2.5,1.0,0.5720473275000202,0.5702716997713955,0.4001194983298998,0.13311626812326444,0.625,0.5914109098362648,0.04675682630622638,,0.6777474572173655,1.0,1.0,1.0,0.5130820008483565,0.5912552037232832,0.125,0.4974064244082971,0.9259259259259259,0.29411764705882354,0.09267713018707274,0.09267713018707274,0.5238095238095238,2.218033165790387,0.9494397919523647,4,1.2856621957964216,0.775137321913309,33,0,0,0.5641306494896708,1.0,1,0,0,0.4198175042667246,0.7541547075604096,30,16.832508230603462,0.8365775899941411,17.0,3.0449826989619377,0.8357645231524103,8,sym,54.72222222222222,60.0,34.701763907626564,18,0.7235996326905417,1.0,0.19348025711662079,4,7.0,8
smoothed,db34,309170.7199028073,0.7083333333333334,155.1936801644225,12.621726263385584,36,2,False,False,165.2047507476908,,"[2, 6, 8, 11, 13, 16, 19, 22, 24, 29, 32]","[219.2398778223571, 34.20682846749418, 172.4302537973059, 344.7763397969831, 369.60836268148705, 671.0300601634938, 172.6609404574679, 156.27236378907742, 48.31031875022566, 164.1260137891345, 653.8040097366913]",11,6.231273487117102,27271.128889711745,0.5171922919723668,3.3130533896330893e-06,-0.005639838183977467,10,408.06316002391986,47.72916234001822,802.7345640185357,"[2, 5, 8, 13, 15, 17, 21, 24, 27, 32]","[692.3803364892997, 220.04593040903023, 455.9224938830076, 795.5734935609021, 184.27825880286127, 172.6609404574679, 280.0071472291517, 429.2992730489243, 47.72916234001822, 802.7345640185357]","[1, 3, 3, 11, 14, 16, 16, 16, 26, 16]","[11, 6, 11, 16, 16, 19, 22, 29, 29, 35]",0.05,20,2701299.677906188,683.4614641386001,-683.4614641386001,SWT,uc1.l0082986993,0.0,-7.5,11824389.082093813,43.26249567335152,119.40123068520234,229.86316002391987,0.12813080526677822,0.0,229.86316002391987,3189.6316002391986,250.948215174699,10.0,0.12813080526677822,0.0,1.5,0.0,6.0,5.0,0.6989382428195225,0.3864330240682797,0.9490319629842374,0.013250344813942633,0.875,0.3357135697472271,0.0465220092978235,,0.19033449309349512,0.576272578310173,0.576272578310173,0.5468536985557446,0.6784164354245961,0.08951237494810305,0.625,0.5533708664136489,0.7407407407407408,0.05882352941176472,0.0,0.0,0.6904761904761905,1.6956215079845385,0.7258189627642999,37,1.4255766728039347,0.8594930207579206,13,0,0,0.40969796043727913,0.7262465898775469,29,0,0,0.4721270219615762,0.8481228451889046,4,14.974979131871937,0.854611853088622,20.75,10.297789876805242,0.8265777712045052,9,db,32.24324324324324,29.0,21.682565199570682,37,0.42635693544784453,0.624826024904325,0.5141023377152113,1,7.0,9
smoothed,db18,332043.4375546135,0.6666666666666666,133.36157557314482,12.30923358428681,36,2,False,False,182.8519282264313,,"[1, 5, 8, 10, 12, 15, 19, 22, 24, 26, 29, 31, 34]","[49.07300385608929, 496.1772691689114, 71.66760042067307, 136.9160563721212, 180.538970218619, 675.6198913880366, 413.8892732592112, 258.91124715808564, 244.07519357864595, 116.69795007644497, 496.33702493222074, 258.5804274666802, 13.084909046461291]",13,5.848267972596122,27283.509835897414,0.5174113846142984,2.902743144695751e-06,-0.004729470506078505,9,476.40871470236743,49.07300385608929,880.8669149397234,"[1, 8, 12, 14, 19, 24, 27, 29, 33]","[49.07300385608929, 345.5964901723695, 236.0822814482076, 865.9818090028818, 880.8669149397234, 627.9836270704468, 305.14803273869626, 846.6427719711954, 130.3035011216968]","[0, 5, 5, 5, 15, 22, 26, 15, 31]","[5, 10, 13, 15, 28, 28, 28, 31, 34]",0.05,20,2977066.0980902407,694.96732165606,-694.96732165606,SWT,uc1.l0082986993,0.0,-2.0,11548622.66190976,44.60633718942259,197.53358160639004,298.20871470236744,11.633988322726623,0.0,298.20871470236744,3396.678432321307,298.20871470236744,10.0,11.633988322726623,0.0,-2.0,0.0,1.0,4.0,0.8097869160449154,0.3453068595671907,0.7343509908583952,0.05090837616556307,0.6874999999999998,0.3363645840460255,0.046791902088745514,,0.19626191781751223,0.7485186198842615,0.7485186198842615,0.6924947908194478,0.7333222520310811,0.15967716782948113,0.5,0.46299439850443597,0.4814814814814815,0.3823529411764706,0.016982821811864418,0.016982821811864418,0.4523809523809524,1.777387855170875,0.7608194419539951,28,1.2710124685196764,0.7663048693412535,40,0,0,0.4301514450333164,0.7625032347071447,25,0,0,0.4301442326815479,0.772705508250199,22,7.88986691902975,0.9233993503006821,28.75,27.365615282096847,0.8221365683542246,10,db,32.24324324324324,29.0,21.682565199570682,37,0.42635693544784453,0.624826024904325,0.5141023377152113,1,7.75,10
